0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,0.000005,0.000006,0.000008,0.000008,0.000012,0.000012,0.000018,0.000020,0.000022,0.000024,0.000033,0.000033,0.000043,0.000043,0.000047,0.000053,0.000065,0.000058,0.000069,0.000078,0.000100,0.000080,0.000098,0.000108,0.000106,0.000117,0.000099,0.000134,0.000122,0.000132,0.000118,0.000116,0.000114,0.000132,0.000091,0.000085,0.000112,0.000104,0.000096,0.000094,0.000078,0.000063,0.000072,0.000069,0.000057,0.000049,0.000042,0.000039,0.000031,0.000033,0.000023,0.000022,0.000020,0.000017,0.000014,0.000011,0.000008,0.000008,0.000007,0.000005,0.000004,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,0.000008,0.000008,0.000011,0.000013,0.000016,0.000020,0.000024,0.000027,0.000033,0.000041,0.000045,0.000046,0.000063,0.000067,0.000077,0.000083,0.000088,0.000093,0.000132,0.000141,0.000139,0.000131,0.000130,0.000147,0.000148,0.000133,0.000174,0.000177,0.000168,0.000185,0.000166,0.000149,0.000150,0.000182,0.000143,0.000156,0.000182,0.000151,0.000138,0.000131,0.000126,0.000089,0.000111,0.000087,0.000072,0.000069,0.000068,0.000058,0.000054,0.000042,0.000034,0.000038,0.000026,0.000020,0.000024,0.000015,0.000014,0.000012,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,0.000008,0.000011,0.000013,0.000018,0.000017,0.000022,0.000031,0.000040,0.000034,0.000047,0.000054,0.000054,0.000084,0.000079,0.000085,0.000100,0.000099,0.000131,0.000127,0.000144,0.000167,0.000158,0.000201,0.000189,0.000198,0.000245,0.000212,0.000217,0.000260,0.000262,0.000219,0.000275,0.000260,0.000264,0.000252,0.000240,0.000198,0.000207,0.000153,0.000180,0.000169,0.000192,0.000170,0.000130,0.000132,0.000130,0.000116,0.000082,0.000068,0.000068,0.000065,0.000056,0.000047,0.000035,0.000033,0.000027,0.000028,0.000018,0.000015,0.000009,0.000009,0.000009,0.000007,0.000005,0.000004,0.000003,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000003,0.000004,0.000005,0.000005,0.000009,0.000010,0.000011,0.000014,0.000018,0.000017,0.000026,0.000030,0.000040,0.000043,0.000049,0.000054,0.000086,0.000102,0.000093,0.000109,0.000120,0.000123,0.000137,0.000192,0.000190,0.000221,0.000250,0.000251,0.000270,0.000253,0.000308,0.000312,0.000361,0.000320,0.000370,0.000370,0.000374,0.000355,0.000328,0.000315,0.000366,0.000323,0.000311,0.000324,0.000290,0.000304,0.000220,0.000201,0.000232,0.000199,0.000191,0.000177,0.000137,0.000142,0.000103,0.000099,0.000086,0.000075,0.000069,0.000042,0.000050,0.000040,0.000034,0.000027,0.000021,0.000016,0.000016,0.000011,0.000009,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000004,0.000004,0.000006,0.000008,0.000011,0.000013,0.000017,0.000020,0.000026,0.000030,0.000035,0.000039,0.000057,0.000061,0.000072,0.000080,0.000095,0.000116,0.000139,0.000163,0.000177,0.000200,0.000235,0.000264,0.000290,0.000351,0.000351,0.000331,0.000460,0.000403,0.000376,0.000529,0.000382,0.000492,0.000523,0.000594,0.000521,0.000466,0.000514,0.000537,0.000474,0.000590,0.000556,0.000440,0.000490,0.000352,0.000348,0.000391,0.000315,0.000247,0.000192,0.000234,0.000252,0.000179,0.000156,0.000134,0.000118,0.000113,0.000103,0.000074,0.000061,0.000061,0.000052,0.000040,0.000023,0.000027,0.000021,0.000019,0.000012,0.000011,0.000008,0.000005,0.000004,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,0.000008,0.000012,0.000014,0.000017,0.000021,0.000030,0.000039,0.000054,0.000055,0.000065,0.000075,0.000110,0.000105,0.000104,0.000152,0.000160,0.000180,0.000205,0.000272,0.000269,0.000279,0.000331,0.000423,0.000479,0.000480,0.000509,0.000512,0.000542,0.000614,0.000620,0.000735,0.000577,0.000588,0.000598,0.000611,0.000752,0.000631,0.000655,0.000661,0.000553,0.000623,0.000573,0.000553,0.000514,0.000490,0.000522,0.000468,0.000354,0.000333,0.000319,0.000313,0.000274,0.000221,0.000196,0.000179,0.000165,0.000119,0.000113,0.000085,0.000069,0.000070,0.000053,0.000039,0.000036,0.000030,0.000020,0.000020,0.000013,0.000012,0.000009,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,0.000006,0.000007,0.000009,0.000013,0.000015,0.000021,0.000022,0.000031,0.000040,0.000051,0.000057,0.000065,0.000085,0.000104,0.000132,0.000125,0.000174,0.000183,0.000203,0.000297,0.000346,0.000425,0.000356,0.000425,0.000464,0.000548,0.000545,0.000651,0.000832,0.000561,0.000755,0.000690,0.001017,0.000846,0.001014,0.000873,0.000884,0.000950,0.000911,0.000831,0.000908,0.001010,0.000868,0.000987,0.000820,0.000729,0.000686,0.000538,0.000645,0.000594,0.000462,0.000471,0.000508,0.000371,0.000317,0.000278,0.000310,0.000244,0.000186,0.000172,0.000147,0.000130,0.000119,0.000090,0.000073,0.000057,0.000058,0.000043,0.000037,0.000028,0.000016,0.000015,0.000013,0.000009,0.000007,0.000006,0.000004,0.000003,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000008,0.000010,0.000012,0.000015,0.000021,0.000027,0.000035,0.000041,0.000060,0.000075,0.000077,0.000091,0.000124,0.000143,0.000172,0.000201,0.000199,0.000298,0.000322,0.000373,0.000460,0.000522,0.000571,0.000654,0.000603,0.000747,0.000868,0.000986,0.000861,0.001081,0.001093,0.000849,0.000890,0.001284,0.001309,0.001239,0.001144,0.001523,0.001509,0.001120,0.001451,0.001393,0.001225,0.001045,0.001195,0.000961,0.000918,0.001067,0.001015,0.000820,0.000671,0.000596,0.000642,0.000523,0.000521,0.000376,0.000305,0.000261,0.000253,0.000262,0.000177,0.000155,0.000139,0.000137,0.000103,0.000076,0.000069,0.000048,0.000044,0.000028,0.000023,0.000021,0.000018,0.000013,0.000010,0.000007,0.000006,0.000004,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000006,0.000007,0.000010,0.000015,0.000018,0.000021,0.000030,0.000041,0.000051,0.000059,0.000068,0.000084,0.000098,0.000137,0.000140,0.000142,0.000246,0.000296,0.000351,0.000432,0.000438,0.000513,0.000637,0.000588,0.000743,0.000903,0.001007,0.001046,0.000978,0.001054,0.001535,0.001180,0.001412,0.001500,0.001659,0.001466,0.001954,0.001469,0.001673,0.001699,0.001675,0.001824,0.001794,0.001630,0.001433,0.001805,0.001889,0.001192,0.001380,0.001340,0.001223,0.001004,0.001045,0.000712,0.000826,0.000779,0.000640,0.000617,0.000460,0.000428,0.000400,0.000301,0.000305,0.000219,0.000214,0.000162,0.000143,0.000119,0.000074,0.000065,0.000046,0.000041,0.000040,0.000030,0.000023,0.000017,0.000011,0.000010,0.000007,0.000005,0.000004,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000
0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000003,0.000003,0.000004,0.000005,0.000008,0.000010,0.000014,0.000019,0.000022,0.000033,0.000036,0.000049,0.000061,0.000088,0.000104,0.000112,0.000162,0.000203,0.000251,0.000277,0.000310,0.000362,0.000398,0.000569,0.000579,0.000752,0.000884,0.000871,0.000975,0.001290,0.001235,0.001724,0.001234,0.001877,0.001655,0.002098,0.001633,0.001867,0.002225,0.002414,0.002240,0.002032,0.002277,0.002090,0.002272,0.002867,0.002268,0.001896,0.002487,0.001802,0.002254,0.001870,0.001596,0.001431,0.001448,0.001489,0.001329,0.001342,0.001132,0.001072,0.000883,0.000796,0.000655,0.000534,0.000510,0.000453,0.000404,0.000360,0.000252,0.000234,0.000173,0.000157,0.000153,0.000097,0.000085,0.000061,0.000052,0.000039,0.000030,0.000024,0.000017,0.000013,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000
